x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
25.0,115.0,2015-12-31,1,MIN,40.0,36.0,14.0,5.0,35.0,14.0,53.0,42.0,27.0,30.0,51.0,72.0,52.0,36.0,12.0,6.0,40.0,30.0,68.0,79.0,19.0,15.0,28.0,19.0,24.0,22.0,7.0,9.0,3.0,3.0,-15.0,-15.0,-16.0,-24.0
10.0,96.0,2015-11-20,0,MIN,21.0,23.0,6.0,3.0,28.0,13.0,58.0,47.0,34.0,30.0,59.0,64.0,45.0,40.0,8.0,6.0,37.0,34.0,77.0,68.0,10.0,17.0,13.0,25.0,13.0,17.0,11.0,7.0,5.0,4.0,-14.0,-17.0,-23.0,-19.0
-5.0,106.0,2016-02-21,1,NOP,36.0,20.0,12.0,4.0,33.0,20.0,45.0,56.0,25.0,37.0,56.0,66.0,41.0,51.0,11.0,11.0,30.0,40.0,63.0,86.0,20.0,25.0,32.0,29.0,18.0,23.0,9.0,5.0,6.0,2.0,-11.0,-15.0,-25.0,-20.0
-16.0,99.0,2016-01-21,0,NOP,24.0,42.0,7.0,5.0,29.0,12.0,50.0,55.0,31.0,41.0,62.0,74.0,44.0,44.0,18.0,11.0,26.0,33.0,80.0,1.0,16.0,18.0,20.0,18.0,17.0,26.0,5.0,8.0,2.0,5.0,-15.0,-9.0,-14.0,-17.0
-13.0,89.0,2016-03-05,0,NYK,23.0,25.0,6.0,4.0,26.0,16.0,45.0,60.0,30.0,38.0,66.0,63.0,42.0,47.0,14.0,8.0,28.0,39.0,73.0,78.0,11.0,14.0,15.0,18.0,13.0,19.0,6.0,4.0,1.0,5.0,-9.0,-10.0,-21.0,-14.0
6.0,111.0,2016-02-04,1,NYK,53.0,27.0,9.0,6.0,17.0,22.0,50.0,48.0,31.0,30.0,62.0,62.0,42.0,43.0,4.0,8.0,38.0,35.0,67.0,79.0,22.0,27.0,33.0,34.0,17.0,20.0,7.0,7.0,3.0,0.0,-13.0,-9.0,-22.0,-25.0
-12.0,96.0,2015-12-29,0,NYK,37.0,50.0,10.0,8.0,27.0,16.0,44.0,56.0,27.0,35.0,62.0,63.0,39.0,36.0,15.0,6.0,24.0,30.0,71.0,82.0,12.0,14.0,17.0,17.0,21.0,23.0,6.0,5.0,4.0,8.0,-10.0,-10.0,-14.0,-18.0
6.0,88.0,2016-03-29,1,OKC,21.0,29.0,4.0,6.0,19.0,21.0,43.0,41.0,29.0,25.0,68.0,61.0,53.0,45.0,16.0,14.0,37.0,31.0,90.0,64.0,18.0,14.0,20.0,22.0,20.0,16.0,6.0,10.0,4.0,7.0,-16.0,-19.0,-18.0,-21.0
-16.0,87.0,2015-11-27,0,OKC,31.0,29.0,9.0,7.0,29.0,24.0,36.0,55.0,22.0,30.0,61.0,55.0,38.0,58.0,13.0,12.0,25.0,46.0,80.0,85.0,16.0,22.0,20.0,26.0,17.0,19.0,9.0,2.0,1.0,9.0,-8.0,-18.0,-21.0,-19.0
4.0,108.0,2016-04-06,0,ORL,41.0,27.0,11.0,4.0,27.0,15.0,47.0,52.0,28.0,39.0,59.0,75.0,44.0,48.0,12.0,12.0,32.0,36.0,61.0,74.0,19.0,14.0,31.0,19.0,24.0,25.0,9.0,7.0,6.0,8.0,-12.0,-14.0,-16.0,-23.0
16.0,118.0,2016-03-23,1,ORL,46.0,32.0,11.0,8.0,24.0,25.0,57.0,42.0,32.0,31.0,56.0,73.0,45.0,44.0,9.0,17.0,36.0,27.0,84.0,84.0,21.0,16.0,25.0,19.0,30.0,24.0,4.0,9.0,5.0,3.0,-15.0,-6.0,-15.0,-19.0
26.0,115.0,2016-01-04,1,ORL,47.0,30.0,14.0,6.0,30.0,20.0,50.0,49.0,29.0,30.0,58.0,61.0,54.0,30.0,18.0,5.0,36.0,25.0,71.0,1.0,15.0,11.0,21.0,11.0,25.0,17.0,6.0,6.0,6.0,7.0,-10.0,-8.0,-18.0,-16.0
14.0,125.0,2016-03-12,0,PHI,50.0,40.0,9.0,10.0,18.0,25.0,55.0,49.0,40.0,29.0,73.0,59.0,52.0,36.0,12.0,6.0,40.0,30.0,82.0,85.0,18.0,23.0,22.0,27.0,26.0,24.0,6.0,11.0,3.0,2.0,-13.0,-12.0,-20.0,-16.0
